Gene,P01_A02,P01_A03,P01_A04,P01_A05,P01_A06,P01_A07,P01_A08,P01_A09,P01_A10,P01_A11,P01_A12,P01_B02,P01_B03,P01_B04,P01_B05,P01_B06,P01_B07,P01_B08,P01_B09,P01_B10
A4galt,1.094156874,0,0.938462434,0,0.964847178,0,0.931284973,0,1.702042645,0.873530383,0,0,0,2.013071064,0,0.845314724,0,0.979108707,0,0.813362304
Aacs,252.7502378,263.3183786,393.2157598,253.174666,257.6141965,283.5904764,243.0653778,467.4043437,559.121009,616.7124505,698.0218968,532.5443662,441.58484,326.1175124,274.2702135,371.9384786,536.5321285,583.5487892,689.3611844,276.5431835
Aadac,15766.80055,16909.89724,10874.90268,13163.93184,12853.6941,12183.08166,11911.1348,8926.327486,10041.20059,9158.966068,10249.12949,11657.91671,13543.59363,14693.4057,12128.51755,8903.69999,10460.38935,7860.284698,8343.212194,6074.18969
Aadat,620.3869473,595.6619633,541.4928244,667.4604832,600.1349447,649.8223494,649.1056258,577.8651359,468.0617274,393.0886724,543.4756007,762.7797126,711.5113478,676.3918775,642.3697107,199.4942749,505.73121,454.3064399,410.7039169,742.599784
Aass,944.2573819,956.1269281,1083.924111,1554.722608,1681.728631,1155.239732,1192.97605,733.9708835,756.5579558,807.1420741,751.4905206,1385.416171,1636.97366,1392.038641,1369.90754,371.0931639,803.8046148,979.1087067,881.605571,169.9927216
Abat,3982.73102,4266.780329,4737.358366,5266.033054,5607.691798,4842.785835,4077.16561,4375.525429,4684.02136,4548.472705,5223.811299,5158.272781,4351.16555,4492.168079,3637.689148,2754.035371,2784.0056,3156.646471,3473.991997,2826.434008
Abca1,1107.286756,1105.681541,1117.708759,1202.579664,1269.738886,1243.100585,1315.905666,1253.410476,1304.615688,1109.383587,1456.10444,1397.42845,1223.998542,1174.626966,1030.678592,1943.378551,1095.916551,1088.768882,1213.664057,1800.784142
Abca3,566.7732605,599.4966969,864.3239016,827.4208404,791.1746859,771.6096705,596.0223824,816.1318033,734.4314014,896.2421731,911.8963919,815.8339445,597.0724597,589.8298218,565.8627564,757.4019928,441.148639,449.4108964,538.8668413,390.4139061
Abca4,0,0,0.938462434,0,0,0,0.931284973,1.825798218,0,0,0,0,0,0,0,0.845314724,0,0,0.970931246,0
Abca8b,467.204985,464.002774,516.1543386,539.7223562,638.7288318,593.278236,468.4363412,328.6436792,539.5475185,617.5859809,570.576136,439.4492045,282.3655174,346.248223,404.1876831,10.14377669,282.1761565,350.520917,334.9712797,503.4712665
Abcb11,393.8964745,622.5050989,491.7543154,622.5795197,665.7445528,508.8970206,501.9626002,420.8464892,489.3372605,524.9917603,585.9575209,577.5904123,523.6823032,523.3984767,531.2180978,357.5681283,374.578912,344.6462648,390.3143607,459.549702
Abcb4,130.204668,164.8935478,216.7848222,158.8095632,160.1646315,146.1447854,140.6240308,198.0991066,177.8634564,198.291397,195.5633226,131.1340451,113.1949872,134.8757613,124.1433598,2.535944172,103.3321136,163.511154,167.0001742,103.2970127
Abcb6,103.944903,129.1027002,202.7078857,193.3333813,168.8482561,160.9332458,130.3798962,245.5698603,208.500224,224.4973085,187.5064067,161.1647424,154.2437188,127.8300126,151.5703812,131.869097,136.1201882,217.3621329,190.3025241,87.02976658
Abcc1,0,1.278244556,0,1.150793937,0,5.219456621,4.656424863,4.564495544,3.40408529,5.241182299,2.197340703,4.004092979,1.243900958,6.039213192,4.330582319,6.762517793,3.974312063,2.93732612,2.912793737,1.626724609
Abcc2,466.1108281,407.7600135,438.2619566,367.1032658,415.8491337,407.9875259,477.7491909,442.7560678,319.9840173,358.1474571,320.8117427,497.5085527,567.2188367,540.5095807,601.9509423,242.6053258,537.5257065,557.1128541,619.4541347,467.6833251
Abcc3,28.44807871,26.84313568,37.53849736,36.82540597,49.20720608,33.0565586,42.83910874,52.94814831,62.97557787,46.29711031,54.20107069,38.0388833,49.75603831,45.29409894,57.74109759,301.7773565,151.0238584,226.1741113,220.4013928,579.1139608
Abcc4,5.470784368,11.50420101,5.630774603,8.055557556,4.82423589,8.699094369,7.45027978,2.738697326,6.808170581,6.114712682,5.859575209,8.008185959,23.6341182,23.15031724,28.87054879,25.35944172,17.88440428,59.72563111,38.83724982,50.42846288
Abcc5,13.12988248,16.61717923,6.569237037,5.753969683,12.54301331,18.26809817,12.10670464,6.390293762,11.06327719,13.10295575,9.521809715,7.007162714,7.463405747,9.058819788,23.09643903,27.8953859,14.90367024,6.853760947,11.65117495,16.26724609
Abcc8,0,1.278244556,0,0,0,0,0,0,0,0,0,0,0,0,1.44352744,0,0,0.979108707,0,0
Abcd1,42.67211807,47.29504858,60.06159577,55.23810895,61.75021939,66.98302664,79.15922266,54.77394653,68.08170581,65.51477874,61.5255397,42.04297628,39.80483065,32.20913702,70.73284454,38.88447731,68.55688309,94.97354455,100.9768495,108.9905488
Abcd2,26.25976497,7.669467338,6.569237037,8.055557556,24.12117945,12.17873212,24.21340929,4.564495544,7.659191904,11.35589498,11.71915042,11.01125569,14.92681149,12.07842638,11.54821952,15.21566503,34.77523055,38.18523956,58.25587474,70.76252049
Abcd3,3468.477289,3407.799987,4137.680871,4979.485363,4374.617105,3544.011046,3304.199082,3697.241391,3639.818197,4850.714218,4382.22981,4774.880878,4550.189704,4911.893396,4856.026307,2713.460265,3572.906545,4605.727356,5016.801746,2087.901036
Abcg2,264.7859634,273.5443351,218.6617471,426.9445505,355.0637615,250.5339178,205.8139789,158.8444449,158.289966,150.2472259,276.8649286,352.3601822,370.6824854,386.5096443,251.1737745,191.0411277,211.6321174,188.9679804,179.6222804,155.3522001
Abcg5,39.38964745,39.62558125,25.33848571,24.16667267,25.08602663,33.92646804,53.08324343,34.69016614,37.4449382,25.33238111,24.17074774,32.03274383,16.17071245,21.13724617,28.87054879,54.10014235,23.84587238,38.18523956,28.15700612,53.68191209
Abcg8,410.3088276,387.3081006,434.5081069,349.8413567,348.3098312,355.7929597,354.8195745,502.0945099,526.7821987,388.7210205,426.2840965,368.3765541,335.8532586,266.731916,290.1490154,306.0039301,279.1954224,251.6309376,247.5874676,247.2621406
Abhd5,27.35392184,17.89542379,19.70771111,34.5238181,31.83995687,41.75565297,41.90782376,41.0804599,34.0408529,29.70003303,38.08723886,25.02558112,9.951207662,14.09149745,4.330582319,2.535944172,8.942202142,14.6866306,7.767449965,8.133623044
Acaa1b,17.50650998,20.4519129,25.33848571,18.41270298,26.0508738,24.35746423,32.59497404,39.25466168,21.27553307,26.2059115,40.28457956,32.03274383,24.87801916,28.1829949,59.18462503,78.61426935,62.595415,95.95265326,104.8605745,109.8039111
Acaa2,32339.99471,30083.48563,21945.00555,24590.16484,25222.07008,22805.5458,22565.03488,20151.33493,21691.68249,19226.40373,23309.39018,25275.83693,24106.80056,28970.10568,22954.97335,26230.11589,23385.84576,21436.60603,23336.33249,18104.63153
Acaca,15.31819623,16.61717923,21.58463598,19.56349692,24.12117945,26.96719254,29.80111912,21.90957861,27.23268232,41.92945839,31.49521675,34.03479032,23.6341182,25.1633883,27.42702135,27.05007117,31.79449651,37.20613086,56.31401225,27.65431835
Acacb,10.94156874,2.556489113,28.15387302,29.92064235,38.59388712,14.78846043,14.90055956,2.738697326,6.808170581,22.71178996,15.38138492,20.0204649,17.41461341,29.18953043,17.32232928,40.57510676,19.87156032,19.58217413,27.18607488,7.32026074
Acad11,2926.869637,2863.267806,2189.432858,2504.127606,2836.650703,2601.899126,3120.735943,2005.639342,2144.573733,2225.755416,2346.759871,2249.299231,2179.314478,2541.502218,2211.484038,1601.871402,2377.632192,2824.728619,2753.561013,4534.494847
Acad8,192.5716097,213.4668409,168.9232381,176.0714723,195.8639771,163.5429741,156.4558754,176.189528,204.2451174,182.5678501,168.4627873,160.1637192,164.1949264,146.9541877,173.2232928,99.74713745,118.2357839,123.367697,123.3082682,52.05518748
Acad9,32.82470621,21.73015746,17.83078624,19.56349692,9.64847178,21.74773592,29.80111912,24.64827594,10.21225587,10.4823646,19.04361943,15.01534867,11.19510862,17.11110404,15.87880184,16.90629448,15.89724825,16.64484801,26.21514363,25.21423144
Acadl,31.73054933,24.28664657,21.58463598,9.206351492,12.54301331,24.35746423,22.35083934,18.25798218,28.08370365,25.33238111,16.11383183,19.01944165,24.87801916,18.11763958,11.54821952,41.42042148,30.80091849,26.43593508,43.69190605,53.68191209
Acadm,6033.181001,4365.20516,4022.249992,3833.294603,3987.713386,3931.990655,3767.978999,3598.648287,3909.591956,3287.968362,3828.499952,4507.607671,4050.141518,5696.991111,4812.720484,5563.861514,5943.583691,6027.393199,6310.082165,5953.812069
Acads,176.1592566,181.510727,294.6772042,191.0317935,236.3875586,214.8676309,249.5843726,354.2048542,331.0472945,352.9062748,296.640995,204.2087419,211.4631628,151.9868653,202.0938416,249.3678436,199.7091812,271.2131118,284.482855,313.9578495
Acadsb,2116.099393,2203.693615,2149.078974,2586.984769,2571.317729,2279.162725,2291.892317,1874.18187,1859.48159,1811.702015,2052.316217,2450.504903,2317.387484,2212.365099,1945.874989,1382.089574,1268.799126,1231.718753,1169.00122,955.7007077
Acadvl,1157.617972,1160.646057,1025.73944,982.7780218,1223.426222,1280.506691,1469.567687,1236.978292,1170.154319,1197.610155,1125.770887,1146.171615,1056.071913,1124.300189,1039.339757,2002.550582,1541.039503,1787.852499,1748.647173,1542.134929
Acat1,4545.127653,3926.767277,3670.326579,3381.032586,3141.542411,3666.668276,3379.633165,3921.814571,4074.690093,3660.965836,4087.053708,3730.813633,3550.093333,3919.449362,3559.738666,3669.511218,3887.870776,3533.603323,3772.067889,1754.422491
Acat2,155.370276,140.6069012,157.6616889,130.0397148,165.9537146,169.6323402,150.8681655,163.4089405,216.1594159,233.2326123,203.6202385,139.142231,141.8047092,147.9607232,177.5538751,245.14127,290.1247806,328.9805255,286.4247175,283.8634443
Acat3,97.37996175,80.52940705,87.27700635,178.3730602,168.8482561,104.3891324,90.33464233,46.55785455,52.763322,58.52653567,77.63937152,163.1667889,180.3656389,171.1110404,132.8045244,71.00643683,94.3899115,77.34958783,87.38381211,78.89614353
Ace,0,2.556489113,0,1.150793937,0,0.869909437,0.931284973,0,0,1.747060766,0,1.001023245,0,2.013071064,1.44352744,1.690629448,3.974312063,0,5.825587474,0.813362304
Ace2,2.188313747,5.112978225,0.938462434,10.35714543,5.789083068,0,3.72513989,4.564495544,0,0.873530383,3.662234506,3.003069734,6.219504789,4.026142128,0,1.690629448,1.987156032,0.979108707,1.941862491,0
Acer2,6.564941241,1.278244556,3.753849736,0,1.929694356,1.739818874,3.72513989,0.912899109,0,2.62059115,0.732446901,0,4.975603831,5.03267766,7.217637198,4.226573621,2.980734047,0.979108707,1.941862491,4.066811522
Acer3,550.3609074,534.3062246,441.0773439,520.1588593,433.2163829,465.4015487,546.6642789,470.143041,473.1678554,408.8122193,424.8192027,507.5187851,646.828498,715.6467633,730.4248845,259.5116203,519.6413023,467.0348531,494.204004,193.5802285
Acly,585.3739273,773.3379566,742.3237852,944.8018219,968.7065667,996.0463052,954.5670968,761.3578568,1077.392994,1249.148448,1385.05709,993.0150589,546.0725205,842.4702403,704.4413906,1272.19866,1289.664265,1381.522385,1450.571281,2093.594572
Acmsd,0,2.556489113,2.815387302,0,1.929694356,2.609728311,0.931284973,0.912899109,0,0.873530383,0,0,1.243900958,0,1.44352744,0.845314724,1.987156032,5.87465224,2.912793737,2.440086913
Aco1,421.2503963,469.1157522,611.8775069,546.6271199,615.5724995,493.2386507,584.8469627,542.2620706,526.7821987,613.218329,518.572406,594.6078074,417.9507218,393.555393,408.5182654,530.012332,446.1165291,802.8691395,728.1984342,306.6375888
Aco2,630.2343592,671.0783921,591.2313333,642.1430166,729.4244665,668.0904475,704.0514392,592.4715216,533.5903693,541.5888376,643.8208261,669.6845508,602.0480636,658.2742379,552.8710094,814.8833941,722.3312175,1082.89423,1110.745345,3063.935801
Acot12,200.2307079,209.6321072,144.5232148,139.2460663,149.5513126,175.7217063,159.2497303,115.9381868,148.0777101,116.179541,136.2351236,170.1739516,179.1217379,179.1633247,166.0056556,130.1784675,109.2935817,168.4066976,147.5815493,224.487996
Acot13,5452.183701,5335.392778,3527.680289,4209.60422,3866.142642,3823.251975,4035.257786,3250.833727,3237.285111,2660.773547,3118.758905,3405.481079,4378.531371,4663.27912,3975.474569,1276.425233,3517.266176,2756.191009,2780.747087,1978.910487
Acot2,15.31819623,17.89542379,16.89232381,11.50793937,18.33209638,18.26809817,16.76312951,16.43218396,18.7224691,16.59707728,16.11383183,26.02660437,12.43900958,20.13071064,28.87054879,36.34853314,87.43486539,194.8426326,216.5176678,150.4720263
Acot3,115.9806286,52.40802681,41.29234709,36.82540597,68.50414963,52.19456621,49.35810354,43.81915722,34.89187423,41.05592801,36.62234506,36.03683681,52.24384023,65.42480958,83.7245915,72.69706628,132.1458761,234.0069809,306.8142736,156.1655625
Acot4,0,3.834733669,2.815387302,1.150793937,4.82423589,1.739818874,2.793854918,1.825798218,0.851021323,0,3.662234506,2.00204649,1.243900958,3.019606596,4.330582319,7.607832517,4.967890079,10.77019577,0.970931246,2.440086913
Acot6,0,1.278244556,1.876924868,0,3.859388712,0,0.931284973,0,0,0,0,0,1.243900958,0,2.887054879,1.690629448,0.993578016,1.958217413,0,1.626724609
Acot7,140.0520798,129.1027002,144.5232148,164.5635329,165.9537146,154.8438798,121.9983314,156.1057476,141.2695396,173.8325463,142.0946988,144.1473473,129.3656996,131.8561547,154.457436,255.2850467,156.9853265,182.1142195,204.8664928,226.1147206
Acot8,3.282470621,1.278244556,0.938462434,0,0.964847178,0.869909437,0,0,1.702042645,0,0.732446901,0,0,0,0,0,0,0,0.970931246,1.626724609
Acox1,2002.307079,1789.542379,2028.01732,2154.286249,2521.145676,2556.663835,2474.424172,1976.426571,2186.273778,2524.502807,2352.619447,2260.310487,2144.485251,2257.659198,2539.164766,5175.862056,3038.361572,4349.200875,4614.83621,9255.249662
Acox2,98.47411862,109.9290318,152.0309143,108.17463,93.59017626,109.608589,119.2044765,137.8477654,139.5674969,143.2589828,125.980867,81.08288283,119.4144919,97.63394661,127.0304147,90.44867549,115.2550498,156.6573931,151.4652743,107.3638242
Acox3,1.094156874,3.834733669,0.938462434,1.150793937,0.964847178,5.219456621,0.931284973,4.564495544,1.702042645,1.747060766,4.394681407,3.003069734,1.243900958,2.013071064,0,0,1.987156032,0,3.883724982,1.626724609
Acp1,487.9939656,516.4108008,549.0005238,407.3810535,387.8685655,474.1006431,522.4508696,522.1782902,545.5046678,502.2799703,472.4282512,421.4307861,513.7310956,463.0063447,539.8792624,370.2478492,648.8064443,553.1964193,578.6750224,278.1699081
Acp2,169.5943154,164.8935478,141.7078275,179.5238541,190.0748941,154.8438798,138.7614609,124.1542788,134.461369,135.3972094,134.0377829,170.1739516,217.6826676,208.3528551,178.9974025,228.2349755,153.0110144,164.4902627,190.3025241,190.3267792
Acp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845314724,0.993578016,0.979108707,0,0
Acp5,1160.900443,1086.507873,1291.324309,1331.468585,1281.317052,1107.394713,955.4983818,1174.901153,1183.77066,1164.416001,1292.768781,1231.258591,1005.071974,1065.921128,848.7941345,393.0713467,666.6908486,723.5613343,705.8670156,815.8023914
Acp6,616.0103198,658.2959465,597.8005704,645.5953984,607.8537221,608.9366058,531.7637193,524.9169876,558.2699876,518.8770476,579.3654988,596.6098539,568.4627377,546.5487939,519.6698783,508.0341492,456.0523093,378.9150695,422.3550918,376.586747
Acpp,0,0,0,0,0,0,0,0,0,1.747060766,0,0,0,0,0,0.845314724,0.993578016,0.979108707,0,0
Acsbg1,0,0,0,0,0,0,0.931284973,0.912899109,0,0,0,0,1.243900958,0,0,0,0,0,0,0
Acsl1,992.4002843,784.8421576,887.7854625,806.7065495,918.5345134,1000.395852,1127.786102,1207.765521,1472.266888,1602.054723,1402.635816,1068.091802,854.559958,970.3002529,972.9374943,1266.281457,1682.127581,2142.28985,2162.263884,1808.917765
Acsl3,153.1819623,95.86834173,91.03085609,145.000036,147.6216182,100.0395852,98.71620709,81.24802069,76.59191904,99.58246368,76.17447772,110.1125569,157.9754216,153.9999364,142.9092165,38.88447731,138.1073442,166.4484801,157.2908618,106.5504619
Acsl4,7.659098115,10.22595645,7.507699471,20.71429086,7.718777424,6.089366058,10.2441347,8.216091979,5.106127936,9.608834215,9.521809715,13.01330218,12.43900958,12.07842638,10.10469208,3.381258897,9.935780158,8.811978361,5.825587474,1.626724609
Acsl5,1757.215939,1616.979364,1240.647338,3223.373816,2657.189128,1692.843764,1193.907335,687.4130289,956.5479666,1083.177675,1324.996444,2494.549926,2594.777398,2969.279819,2263.451025,1614.551123,1402.932158,1297.319036,1317.5537,1329.847368
Acsm1,394.9906314,363.021454,302.1849037,288.8492781,343.4855954,354.0531408,454.4670666,377.9402311,359.9820195,336.3091975,367.6883444,390.3990655,381.877594,388.5227154,450.3805612,773.4629726,499.7697419,513.0529623,565.081985,630.3557859
Acsm2,9.847411862,21.73015746,8.446161905,8.055557556,16.40240203,15.65836986,20.4882694,10.95478931,11.91429852,10.4823646,14.64893802,20.0204649,28.60972203,19.12417511,23.09643903,103.1283963,43.7174327,34.26880474,31.06979986,94.35002732
Acsm3,566.7732605,541.9756919,493.6312402,471.825514,508.4744628,495.848379,495.4436054,501.1816107,576.1414354,447.2475562,547.1378352,421.4307861,432.8775333,456.9671315,415.7359026,428.5745651,351.7266176,312.3356774,385.4597045,287.1168935
Acsm4,1.094156874,0,0,0,0,0,0,0,0,0,0,0,1.243900958,1.006535532,1.44352744,0,1.987156032,0.979108707,0,0
Acsm5,695.8837716,669.8001475,618.4467439,745.7144709,784.4207557,732.4637459,654.6933357,573.3006403,616.1394376,556.4388541,664.3293394,761.7786893,662.9992105,662.3003801,574.523921,1174.987467,675.6330507,496.4081143,473.8144479,847.5235212
Acss1,0,3.834733669,1.876924868,4.603175746,0,0.869909437,0.931284973,0,0,0.873530383,2.929787605,2.00204649,2.487801916,0,0,1.690629448,2.980734047,2.93732612,1.941862491,0.813362304
Acss2,6.564941241,20.4519129,24.40002328,13.80952724,26.0508738,34.79637748,14.90055956,20.9966795,36.59391687,43.67651916,28.56542915,26.02660437,14.92681149,35.22874362,25.98349391,67.62517793,34.77523055,33.28969603,29.12793737,43.92156444
Acss3,142.2403936,201.9626399,167.9847757,156.5079754,211.301532,160.9332458,149.9368806,118.6768841,154.8858807,116.179541,134.7702298,140.1432543,116.92669,167.0848983,150.1268537,15.21566503,97.37064555,67.55850076,84.47101837,123.6310703
Acy1,277.9158459,319.5611391,262.7694815,233.6111691,308.7510969,337.5248615,298.0111912,269.3052371,306.3676761,300.4944518,287.1191853,285.2916248,292.3167251,256.6665607,249.7302471,267.1194528,264.2917522,237.9234157,206.8083553,229.3681699
Acy3,199.136551,228.8057756,230.8617587,211.7460843,152.4458541,232.2658196,199.2949841,360.595148,280.8370365,279.5297226,235.1154553,211.2159047,152.9998178,165.0718273,193.4326769,177.5160921,160.9596386,168.4066976,153.4071368,88.65649118
Acyp1,161.9352173,209.6321072,136.0770529,135.7936845,140.867688,143.5350571,143.4178858,135.1090681,102.97358,100.4559941,114.2617166,146.1493937,180.3656389,180.1698602,151.5703812,119.1893761,128.171564,112.5975013,100.0059183,79.70950584
Ada,0,1.278244556,0.938462434,1.150793937,0,0,0,0,3.40408529,1.747060766,0.732446901,2.00204649,0,0,0,1.690629448,0,0.979108707,1.941862491,0
Adcy1,1.094156874,1.278244556,0.938462434,1.150793937,1.929694356,0,0,0,2.553063968,0,2.197340703,1.001023245,1.243900958,2.013071064,0,0.845314724,0,0.979108707,2.912793737,0
Adcy10,0,5.112978225,0,0,0,0,0,0,0,0.873530383,0,0,0,0,0,0.845314724,0,0.979108707,0.970931246,0
Adcy2,0,5.112978225,0,1.150793937,0,0,0,0,0,0.873530383,0,0,0,5.03267766,4.330582319,2.535944172,3.974312063,1.958217413,0.970931246,0
Adcy3,8.753254988,12.78244556,16.89232381,9.206351492,5.789083068,2.609728311,18.62569945,17.34508307,13.61634116,12.22942536,21.97340703,9.009209203,14.92681149,12.07842638,17.32232928,13.52503559,5.961468095,9.791087067,5.825587474,10.57370996
Adcy4,6.564941241,10.22595645,3.753849736,10.35714543,5.789083068,6.089366058,3.72513989,8.216091979,3.40408529,5.241182299,6.59202211,10.01023245,7.463405747,3.019606596,7.217637198,8.453147242,3.974312063,2.93732612,7.767449965,6.506898436
Adcy5,6.564941241,15.33893468,5.630774603,6.904763619,6.753930246,6.959275495,3.72513989,10.0418902,5.957149258,15.7235469,8.056915913,13.01330218,2.487801916,4.026142128,5.774109759,12.67972086,5.961468095,6.853760947,3.883724982,13.82715918
Adcy6,44.86043182,33.23435847,55.3692836,43.73016959,41.48842865,29.57692085,28.86983415,48.38365277,33.18983158,62.02065721,39.55213266,46.04706926,26.12192011,25.1633883,28.87054879,72.69706628,45.70458873,32.31058732,60.19773723,56.12199901
Adcy7,8.753254988,10.22595645,12.20001164,14.96032117,7.718777424,2.609728311,4.656424863,0.912899109,6.808170581,5.241182299,6.59202211,11.01125569,8.707306704,12.07842638,8.661164638,1.690629448,4.967890079,2.93732612,4.854656228,2.440086913
Adcy8,0,1.278244556,0,0,0,0,0.931284973,0,0,0,0,0,0,1.006535532,0,0,0,0,0,0
Adcy9,49.23705931,63.91222782,62.87698307,81.70636949,98.41441215,69.59275495,49.35810354,55.68684564,66.37966316,67.26183951,82.03405293,66.06753416,58.46334502,62.40520299,46.19287807,76.9236399,49.67890079,34.26880474,43.69190605,64.25562205
Adh1,22746.42724,20375.21823,14742.30637,16944.28992,16222.94045,14570.11316,15076.57242,14101.55253,15457.10028,12847.01135,14160.39594,14635.96086,15500.24983,16639.03888,13707.73657,9989.084095,14149.54452,12570.77669,13226.99636,9652.983829
Adh4,6953.366931,9213.586762,5505.9591,6951.946171,6503.069979,5894.506344,5348.369597,4090.700907,4869.544008,4747.637633,5006.274569,5687.814077,5999.334319,6807.199803,5537.371259,5991.590765,4264.436844,3527.72867,3481.759447,4418.184038
Adh5,2100.781197,2137.224898,2318.940674,1811.349656,1922.940426,2147.8064,2177.344266,2307.808947,2397.327066,2297.384908,2005.439615,1720.758958,2176.826676,2017.097206,2279.329827,2803.063625,2586.283575,2287.197939,2206.926721,2822.367196
Adhfe1,470.4874556,447.3855947,448.5850434,375.1588233,421.6382168,481.0599186,515.0005898,475.6204357,492.7413458,465.5916942,406.5080301,444.4543207,482.6335716,552.5880071,648.1438204,237.5334375,749.1578239,726.4986604,711.692603,583.9941346
Adi1,4.376627494,5.112978225,7.507699471,9.206351492,20.26179074,3.479637748,6.518994808,13.69348663,2.553063968,7.861773449,8.789362814,6.006139469,12.43900958,7.045748724,2.887054879,10.98909141,9.935780158,7.832869654,3.883724982,11.38707226
Adk,18339.16336,18533.26782,20241.69624,17862.62348,17979.92716,18768.2961,19651.04421,18173.08256,17976.1234,16588.34198,17415.38997,16825.1987,16880.9799,17162.43736,17019.18851,22978.19015,17609.18317,16056.40368,16502.91838,15264.37037
Ado,0,1.278244556,0,1.150793937,0,0.869909437,3.72513989,1.825798218,0.851021323,1.747060766,1.464893802,1.001023245,9.951207662,0,1.44352744,3.381258897,3.974312063,1.958217413,0,0.813362304
Adsl,24.07145122,19.17366835,44.10773439,26.46826054,23.15633227,38.27601522,36.32011393,39.25466168,29.78574629,22.71178996,25.63564154,24.02455788,24.87801916,25.1633883,33.20113111,37.19384786,38.74954262,20.56128284,23.30234989,21.14741992
Adss,526.2894562,494.6806433,589.3544085,517.8572714,503.6502269,481.929828,586.7095327,609.8166047,528.4842413,538.094716,514.1777246,562.5750636,475.1701659,495.2154818,525.443988,61.70797486,628.934884,657.9610509,655.3785908,414.8147753
Adssl1,103.944903,83.08589616,85.40008148,104.7222482,88.76594037,95.69003806,94.05978222,78.50932336,92.76132417,106.5707067,109.1345883,100.1023245,78.36576034,103.6731598,83.7245915,60.86266014,91.40917745,108.6810664,102.918712,117.9375341
Afmid,5200.52762,4307.684155,4128.296247,4832.183739,4949.666023,4556.58563,3912.32817,3866.127726,4478.0742,4175.475232,4460.601628,4494.594369,4449.433726,5641.631657,5270.318682,4575.688602,4825.808423,5861.923827,6433.390434,3901.698974
Aga,398.273102,400.0905461,392.2772974,340.6350052,381.1146353,380.1504239,372.513989,302.169605,342.961593,313.5974076,336.9255745,355.3632519,363.2190797,396.5749996,339.2289483,453.9340069,390.4761602,338.7716125,332.058486,496.1510057
Agk,17.50650998,17.89542379,10.32308677,17.26190905,11.57816614,15.65836986,10.2441347,4.564495544,18.7224691,14.85001651,13.91649112,10.01023245,11.19510862,17.11110404,5.774109759,10.98909141,18.8779823,13.70752189,18.44769367,14.64052148
Agl,59.08447117,61.3557387,75.07699471,69.04763619,56.9259835,65.24320777,91.26592731,93.1157091,91.05928152,108.3177675,72.51224321,89.09106879,113.1949872,99.64701767,138.5786342,32.96727424,194.7412911,241.8398506,226.2269802,183.0065185
Agmat,270.2567478,258.2054004,290.9233545,268.1349872,318.3995687,293.1594802,316.6368907,335.946872,334.4513798,339.8033191,240.2425836,255.2609274,266.194805,243.5815988,288.7054879,342.3524633,318.9385431,324.0849819,369.9248046,414.8147753
Agpat1,7.659098115,6.391222782,6.569237037,2.301587873,3.859388712,6.959275495,6.518994808,3.651596435,8.510213226,2.62059115,8.056915913,7.007162714,0,3.019606596,4.330582319,14.37035031,10.92935817,7.832869654,3.883724982,10.57370996
Agpat2,737.4617328,751.6077991,669.1237154,622.5795197,664.7797056,702.0169156,658.4184756,774.1384443,811.8743418,846.4509413,845.9761708,669.6845508,607.0236674,524.4050122,498.0169667,705.8377947,594.1596534,525.7813755,597.1227161,421.3216737
Agpat3,705.7311834,704.3127505,754.5237968,685.8731862,677.3227189,582.8393227,582.9843928,705.6710111,684.2211434,798.4067702,741.236264,653.6681789,633.1455875,592.8494284,580.2980307,125.1065792,478.9046036,526.7604842,645.6692783,415.6281376
Agpat4,0,1.278244556,0,0,0,1.739818874,0.931284973,0,0,0,0,0,0,0,0,0,2.980734047,0,0,1.626724609
Agpat5,214.4547472,196.8496617,148.2770646,210.5952904,185.2506582,174.8517968,193.7072743,149.7154538,159.9920087,145.0060436,152.3489554,183.1872538,202.7558561,221.437817,199.2067867,298.3960976,240.4458798,191.9053065,179.6222804,336.731994
Agxt,271.3509046,299.1092262,259.0156318,272.738163,266.2978211,280.1108387,295.2173363,227.3118781,254.4553755,249.8296896,271.7378003,218.2230674,245.0484887,234.522779,197.7632592,292.4788946,212.6256954,170.364915,203.8955616,200.0871269
Agxt2,68.93188303,71.58169516,71.32314498,62.14287257,109.9925783,98.29976637,145.2804557,68.46743316,72.33681242,81.23832564,62.9904335,55.05627847,48.51213735,51.33331213,54.85404271,11.83440614,57.62752492,57.7674137,55.343081,87.02976658
Ahcy,0,0,1.876924868,0,1.929694356,0,0.931284973,0.912899109,0,0,0,0,0,2.013071064,0,0,0,0.979108707,0.970931246,2.440086913
Ahcyl1,61.27278492,65.19047237,90.09239365,77.10319375,77.18777424,84.38121538,86.60950244,112.2865904,101.2715374,122.2942536,85.69628744,83.08492932,84.58526513,62.40520299,80.83753662,114.9628025,84.45413134,105.7437403,101.9477808,69.94915818
Ak1,0,0,0,0,1.929694356,0.869909437,1.862569945,0,0.851021323,0.873530383,0,1.001023245,0,1.006535532,0,0,0.993578016,0,2.912793737,1.626724609
Ak2,61.27278492,77.97291794,87.27700635,48.33334533,67.53930246,66.98302664,123.8609013,115.0252877,87.65519623,108.3177675,98.14788476,69.07060389,59.70724597,77.50323597,76.5069543,100.5924522,73.52477317,96.93176197,114.569887,170.8060839
